topo,nodes,lr,batch_size,mixing_steps,local_steps,loss,comms
ring,5,0.01,2000,1,1,0.1348463848233223,120
ring,5,0.01,2000,1,1,0.10848161280155183,240
ring,5,0.01,2000,1,1,0.10193105638027193,360
ring,5,0.01,2000,1,1,0.09918413013219834,480
ring,5,0.01,2000,1,1,0.09747201502323152,600
ring,5,0.01,2000,1,1,0.09608520418405533,720
ring,5,0.01,2000,1,1,0.09483626335859299,840
ring,5,0.01,2000,1,1,0.09367256909608841,960
ring,5,0.01,2000,1,1,0.09257778078317644,1080
ring,5,0.01,2000,1,1,0.0915449544787407,1200
ring,5,0.01,2000,1,1,0.09056962579488755,1320
ring,5,0.01,2000,1,1,0.08964801132678986,1440
ring,5,0.01,2000,1,1,0.08877663314342499,1560
ring,5,0.01,2000,1,1,0.08795221596956253,1680
ring,5,0.01,2000,1,1,0.08717166930437088,1800
ring,5,0.01,2000,1,1,0.08643211424350739,1920
ring,5,0.01,2000,1,1,0.08573084622621537,2040
ring,5,0.01,2000,1,1,0.08506534695625306,2160
ring,5,0.01,2000,1,1,0.08443325161933901,2280
ring,5,0.01,2000,1,1,0.0838323786854744,2400
ring,5,0.01,2000,1,1,0.08326067775487898,2520
ring,5,0.01,2000,1,1,0.08271623849868774,2640
ring,5,0.01,2000,1,1,0.08219729363918306,2760
ring,5,0.01,2000,1,1,0.08170217275619507,2880
ring,5,0.01,2000,1,1,0.08122935146093369,3000
ring,5,0.01,2000,1,1,0.08077737987041474,3120
ring,5,0.01,2000,1,1,0.08034492135047913,3240
ring,5,0.01,2000,1,1,0.0799307256937027,3360
ring,5,0.01,2000,1,1,0.07953363358974458,3480
ring,5,0.01,2000,1,1,0.07915255278348923,3600
ring,5,0.01,2000,1,1,0.07878646701574325,3720
ring,5,0.01,2000,1,1,0.07843445390462876,3840
ring,5,0.01,2000,1,1,0.07809561342000962,3960
ring,5,0.01,2000,1,1,0.07776913791894913,4080
ring,5,0.01,2000,1,1,0.07745426595211029,4200
ring,5,0.01,2000,1,1,0.07715027630329133,4320
ring,5,0.01,2000,1,1,0.0768565133213997,4440
ring,5,0.01,2000,1,1,0.0765723541378975,4560
ring,5,0.01,2000,1,1,0.07629721611738205,4680
ring,5,0.01,2000,1,1,0.07603057175874711,4800
ring,5,0.01,2000,1,1,0.07577190995216371,4920
ring,5,0.01,2000,1,1,0.07552076876163483,5040
ring,5,0.01,2000,1,1,0.07527670562267304,5160
ring,5,0.01,2000,1,1,0.07503932118415832,5280
ring,5,0.01,2000,1,1,0.07480822503566743,5400
ring,5,0.01,2000,1,1,0.07458307594060898,5520
ring,5,0.01,2000,1,1,0.07436353266239167,5640
ring,5,0.01,2000,1,1,0.07414928823709488,5760
ring,5,0.01,2000,1,1,0.07394004911184311,5880
ring,5,0.01,2000,1,1,0.07373556345701218,6000
ring,5,0.01,2000,1,1,0.07353556156158447,6120
ring,5,0.01,2000,1,1,0.0733398213982582,6240
ring,5,0.01,2000,1,1,0.073148113489151,6360
ring,5,0.01,2000,1,1,0.0729602411389351,6480
ring,5,0.01,2000,1,1,0.07277601361274719,6600
ring,5,0.01,2000,1,1,0.07259525060653688,6720
ring,5,0.01,2000,1,1,0.07241777628660202,6840
ring,5,0.01,2000,1,1,0.07224345207214355,6960
ring,5,0.01,2000,1,1,0.07207211703062058,7080
ring,5,0.01,2000,1,1,0.07190364301204681,7200
ring,5,0.01,2000,1,1,0.07173790037631989,7320
ring,5,0.01,2000,1,1,0.07157476842403412,7440
ring,5,0.01,2000,1,1,0.07141414135694504,7560
ring,5,0.01,2000,1,1,0.07125590145587922,7680
ring,5,0.01,2000,1,1,0.07109997123479844,7800
ring,5,0.01,2000,1,1,0.07094624042510986,7920
ring,5,0.01,2000,1,1,0.07079462707042694,8040
ring,5,0.01,2000,1,1,0.07064506113529205,8160
ring,5,0.01,2000,1,1,0.07049745470285416,8280
ring,5,0.01,2000,1,1,0.07035174667835235,8400
ring,5,0.01,2000,1,1,0.07020785957574845,8520
ring,5,0.01,2000,1,1,0.07006574422121048,8640
ring,5,0.01,2000,1,1,0.0699253335595131,8760
ring,5,0.01,2000,1,1,0.0697865679860115,8880
ring,5,0.01,2000,1,1,0.06964941173791886,9000
ring,5,0.01,2000,1,1,0.06951380074024201,9120
ring,5,0.01,2000,1,1,0.06937969624996186,9240
ring,5,0.01,2000,1,1,0.06924705505371094,9360
ring,5,0.01,2000,1,1,0.06911583691835405,9480
